"ID","High_Plant","Herbarium","Observation Date","Taxon","Observer","Source","Date","County","lat","lng","Location Description"
"gx3995",,,"2009-07-17","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2009-07-17","Marin","37.83357833333333","-122.5328483333333","south side of road"
"gx1200",,,"2006-09-24","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-09-24","Marin","37.833595","-122.54483833","on cliff, off of social trail"
"gx7539",,,"2012-07-09","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2012-07-09","Marin","37.8326765","-122.53619933333333","above wall"
"gx1195",,,"2006-09-24","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-09-24","Marin","37.83287833","-122.54226","social trail, 2m2"
"gx1190",,,"2006-09-24","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-09-24","Marin","37.832925","-122.54146833","coastal trail, 2x1.5m patch on cliff"
"gx6514",,,"2011-09-29","Carpobrotus edulis","Eric Wrubel","National Park Service [SFAN]","2011-09-29","Marin","37.8330937034827","-122.533056593299","n side Kirkpatrick road"
"gx1234",,,"2006-09-28","Carpobrotus edulis","Jim Dougherty","National Park Service [SFAN]","2006-09-28","Marin","37.83321667","-122.53526333","west side of trail, scattered"
"gx1196",,,"2006-09-24","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-09-24","Marin","37.8325","-122.54240833",
"gx1990",,,"2006-09-24","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-09-24","Marin","37.8325016","-122.54135","ALONG HILLSIDE"
"gx5232",,,"2011-05-02","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-05-02","Marin","37.832163333333334","-122.53953216666665","w of bunker road by rodeo beach parking lot"
"gx10540",,,"2014-08-24","Carpobrotus edulis",,"National Park Service [SFAN]","2014-08-24","Marin","37.832174333333334","-122.54056583333335","sothwest slope along coastal trail 45m from gate"
"gx9716",,,"2013-11-03","Carpobrotus edulis","Eric Wrubel","National Park Service [SFAN]","2013-11-03","Marin","37.83219116666668","-122.53811033333335","fort cronkhite at base of phone pole"
"gx1187",,,"2006-09-24","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-09-24","Marin","37.832275","-122.54092","coastal trail (scenic), 9x9m patch"
"gx4530",,,"2010-05-24","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2010-05-24","Marin","37.83209","-122.52634166666667","WEST SIDE OF BUNKER"
"gx11676","0",,"2007-08-05","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2007-08-05","San Mateo","37.620165","-122.49228333333333","3 x 3 m patch"
"gx11547","0",,"2006-09-24","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-09-24","Marin","37.83188833","-122.540924","coastal trail (scenic) cliffside, 0.5 hectare patch"
"gx15185","4",,"2012-07-02","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2012-07-02","San Francisco","37.79152066666667","-122.48379683333336","5 m south of trail"
"gx5241",,,"2011-05-02","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-05-02","Marin","37.83184166666667","-122.53770666666668","w. of bunker"
"gx5244",,,"2011-05-02","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-05-02","Marin","37.83184484021083","-122.53700663015327","w of bunker"
"gx4528",,,"2010-05-24","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2010-05-24","Marin","37.83185383333335","-122.53076983333338","SOUTH SIDE OF BUNKER RD"
"gx1188",,,"2006-09-24","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-09-24","Marin","37.83188833","-122.540924","coastal trail (scenic) cliffside, 0.5 hectare patch"
"gx5179",,,"2011-04-25","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-04-25","Marin","37.831571000000004","-122.53387816666667","lagoon trail"
"gx15886",,,"2012-11-02","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2012-11-02","Marin","37.83049608434271","-122.53612404301431","REAR DUNE 100M EAST OF BRIDGE"
"gx13659",,,"2011-02-06","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2011-02-06","Marin","37.82441333333334","-122.52973333333333","battery wallace"
"gx17879",,,"2012-10-01","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2012-10-01","Marin","37.82456091795911","-122.52905500555924","west of battery wallace"
"gx14371","20",,"2011-09-27","Carpobrotus edulis","Eric Wrubel","National Park Service [SFAN]","2011-09-27","Marin","37.8342436666667","-122.531824833333","n side maintenance yard"
"gx12454","130",,"2009-01-26","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2009-01-26","San Francisco","37.81877666666667","-122.53024166666667","LIGHTHOUSE TRAIL"
"gx14493",,,"2010-09-06","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2010-09-06","Marin","37.82441333333334","-122.52973333333333","battery wallace"
"gx11539","0",,"2006-08-27","Carpobrotus edulis","Jim Dougherty","National Park Service [SFAN]","2006-08-27","Marin","37.83338166666667","-122.54401000000001","social Coastal trailside"
"gx11537","0",,"2006-08-27","Carpobrotus edulis","Jim Dougherty","National Park Service [SFAN]","2006-08-27","Marin","37.83338166666667","-122.54401000000001","social Coastal trailside"
"gx3244",,,"2008-10-08","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2008-10-08","Marin","37.83071166666667","-122.52228333333332","base of planting site, above carex"
"gx17727",,,"2014-09-22","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-09-22","Marin","37.824955410699886","-122.52864149820962","west side of battery Wallace"
"gx3345",,,"2008-10-24","Carpobrotus edulis","Jennifer Jordan","National Park Service [SFAN]","2008-10-24","Marin","37.829443333333344","-122.48404166666663","bw road fence and kirby cove gate"
"gx1164",,,"2006-09-10","Carpobrotus edulis","Andrea Williams","National Park Service [SFAN]","2006-09-10","Marin","37.82947999044543","-122.53424782767851","Rodeo Beach cliffs"
"gx4845",,,"2010-08-25","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2010-08-25","Marin","37.82949833333333","-122.52783499999997","2 small patches south east of road to nike missile"
"gx1178",,,"2006-09-10","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-09-10","Marin","37.82959297706858","-122.53022815342959","15 x 2.5 m , upslope from trail"
"gx4712",,,"2010-07-19","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2010-07-19","Marin","37.82962350000001","-122.53026266666666","EAST SIDE OF LAGOON TRAIL"
"gx9973",,,"2014-04-28","Carpobrotus edulis",,"National Park Service [SFAN]","2014-04-28","Marin","37.829815333333336","-122.52662266666667","RESIDENT RD"
"gx2485",,,"2008-07-10","Carpobrotus edulis","Zach Barbane","National Park Service [SFAN]","2008-07-10","Marin","37.82938803043018","-122.48470811356317","few small patches near trail"
"gx3867",,,"2009-07-02","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2009-07-02","Marin","37.82811266666668","-122.4991693333333","hawk hill"
"gx1214",,,"2006-10-01","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-10-01","Marin","37.828685","-122.53497833","near rodeo beach"
"gx2120",,,"2008-04-07","Carpobrotus edulis","Jennifer Jordan","National Park Service [SFAN]","2008-04-07","Marin","37.82899666666667","-122.53154","north of trail"
"gx10892",,,"2014-10-02","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-10-02","Marin","37.829323333333335","-122.52227900000001","ft barry quarry parking"
"gx3869",,,"2009-07-02","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2009-07-02","Marin","37.82742433333333","-122.49985166666669","hawk hill"
"gx3866",,,"2009-07-02","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2009-07-02","Marin","37.82773316666668","-122.49956133333333","hawk hill"
"gx14388","100",,"2011-09-29","Carpobrotus edulis","Eric Wrubel","National Park Service [SFAN]","2011-09-29","Marin","37.8330937034827","-122.533056593299","n side Kirkpatrick road"
"gx17779",,,"2014-10-27","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-10-27","Marin","37.83760149175978","-122.498706018508","backyard of 807 capehart on slopes heading south and east"
"gx10199",,,"2014-06-05","Carpobrotus edulis","Joseph Aquila","National Park Service [SFAN]","2014-06-05","Marin","37.82685116666668","-122.5202945","TRAIL ALONG CONZELMAN"
"gx9825",,,"2014-03-27","Carpobrotus edulis","Eric Wrubel","National Park Service [SFAN]","2014-03-27","Marin","37.826863833333334","-122.49084533333335","bluffs at kirby cove beach"
"gx5865",,,"2011-08-18","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-08-18","Marin","37.826372666666664","-122.51909966666668","e of conzelman by battery"
"gx6769",,,"2012-03-01","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2012-03-01","Marin","37.822968168755196","-122.52812449223246","south west corner of battery wallace west meadow"
"gx1255",,,"2006-10-11","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-10-11","Marin","37.82302666666667","-122.53330666666668","parking lot"
"gx1522",,,"2007-02-25","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2007-02-25","Marin","37.82391500000001","-122.52739500000001","next to road"
"gx10727",,,"2014-11-04","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-11-04","Marin","37.82398133333334","-122.52531233333332","below camp bicentennial"
"gx6534",,,"2011-09-30","Carpobrotus edulis","Eric Wrubel","National Park Service [SFAN]","2011-09-30","Marin","37.82434333333334","-122.50858416666668","fisherman's trail at beach"
"gx1474",,,"2007-01-07","Carpobrotus edulis","Maria Avarez","National Park Service [SFAN]","2007-01-07","Marin","37.82440666666667","-122.52990833333334","pulled by HRT today  10x27m by tape"
"gx10737",,,"2014-11-06","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-11-06","Marin","37.82440990497106","-122.52790002038012","top of battery wallace"
"gx1471",,,"2007-01-07","Carpobrotus edulis","Maria Alvarez","National Park Service [SFAN]","2007-01-07","Marin","37.82441333333334","-122.52973333333333","battery wallace"
"gx1472",,,"2007-01-07","Carpobrotus edulis","Maria Avarez","National Park Service [SFAN]","2007-01-07","Marin","37.82441333333334","-122.52973333333333","pulled patch by hrt"
"gx1473",,,"2007-01-07","Carpobrotus edulis","Maria Avarez","National Park Service [SFAN]","2007-01-07","Marin","37.82441333333334","-122.52973333333333","newly pulled 10x27m by hrt today"
"gx10763",,,"2014-11-19","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-11-19","Marin","37.82456091795911","-122.52905500555924","west of battery wallace"
"gx1534",,,"2007-02-25","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2007-02-25","Marin","37.82456143841227","-122.52734818268544","between, battery wallace and bicen camp, > 100m2, no asess"
"gx1466",,,"2006-12-31","Carpobrotus edulis","Maria Alvarez","National Park Service [SFAN]","2006-12-31","Marin","37.824585000000006","-122.52977333333335","east of point bonita ymca on terrace of battery wallace"
"gx1467",,,"2006-12-31","Carpobrotus edulis","Maria Alvarez","National Park Service [SFAN]","2006-12-31","Marin","37.82461666666667","-122.53096333333333","RGJIYDR"
"gx10639",,,"2014-11-10","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-11-10","Marin","37.824653419730126","-122.53034849666818","battery alexander"
"gx1312",,,"2006-10-12","Carpobrotus edulis","Jim Dougherty","National Park Service [SFAN]","2006-10-12","Marin","37.82483508412095","-122.5122249650785","ridgetop"
"gx8730",,,"2013-03-24","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2013-03-24","Marin","37.824861067409586","-122.5261413250745","uphill n in cypress ne of camp"
"gx8729",,,"2013-03-25","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2013-03-25","Marin","37.824873000000004","-122.52614800000002","camp bic. graham gotb4 patches onbowl area above sites"
"gx2654",,,"2008-07-24","Carpobrotus edulis","Zach Barbane","National Park Service [SFAN]","2008-07-24","Marin","37.82489422638674","-122.52615537612711","below trail"
"gx10743",,,"2014-09-22","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-09-22","Marin","37.824955410699886","-122.52864149820962","west side of battery Wallace"
"gx1070",,,"2006-08-13","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-08-13","Marin","37.82497167","-122.52679667",
"gx10729",,,"2014-11-04","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-11-04","Marin","37.824974499999996","-122.52712783333334","slope above camp bicentennial"
"gx2658",,,"2008-07-24","Carpobrotus edulis","Zach Barbane","National Park Service [SFAN]","2008-07-24","Marin","37.82521916666667","-122.5272865","roadside"
"gx1065",,,"2006-08-13","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-08-13","Marin","37.82547","-122.52469167","bicennntenial camp"
"gx17077","1",,"2014-03-27","Carpobrotus edulis","Eric Wrubel","National Park Service [SFAN]","2014-03-27","Marin","37.826863833333334","-122.49084533333335","bluffs at kirby cove beach"
"gx16637",,,"2013-08-07","Carpobrotus edulis","Maria Avarez","National Park Service [SFAN]","2013-08-07","Marin","37.83481056826015","-122.54769594987427","along both sides of dirt road"
"gx17826",,,"2014-07-25","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-07-25","Marin","37.824653419730126","-122.53034849666818","battery alexander"
"gx4237",,,"2010-02-17","Carpobrotus edulis","Maria Avarez","National Park Service [SFAN]","2010-02-17","Marin","37.84851866666666","-122.49189316666667","in cypress removal site below wolf ridge road25 m"
"gx5233",,,"2011-05-02","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-05-02","Marin","37.83210000000001","-122.53917833333335","rodeo beach end of bunker road"
"gx1189",,,"2006-09-24","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-09-24","Marin","37.83200667","-122.54149167","coastal trail (scenic), on cliff, 9x9m patch"
"gx5178",,,"2011-04-25","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-04-25","Marin","37.83136233333334","-122.53441766666668","lagoon trail"
"gx11677","0",,"2007-08-05","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2007-08-05","San Mateo","37.61996333333333","-122.492065","40 x 5 m"
"gx9029",,,"2013-07-01","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2013-07-01","Marin","37.85901166666667","-122.575048","dune under stairs"
"gx4017",,,"2009-07-24","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2009-07-24","Marin","37.836161000000004","-122.50215333333334","west side of mccullough rd"
"gx1197",,,"2006-09-24","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-09-24","Marin","37.83266","-122.543085","socail trail, .25 hectare patch"
"gx6478",,,"2011-09-28","Carpobrotus edulis","Eric Wrubel","National Park Service [SFAN]","2011-09-28","Marin","37.832016333333335","-122.5355005","w edge of parking kot"
"gx5239",,,"2011-05-02","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-05-02","Marin","37.831979999999994","-122.53809333333332","w. of bunker road"
"gx3983",,,"2009-07-17","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2009-07-17","Marin","37.831498333333336","-122.5258283333333","near lagoon"
"gx8541",,,"2012-11-08","Carpobrotus edulis",,"National Park Service [SFAN]","2012-11-08","Marin","37.83049608434271","-122.53612404301431","REAR DUNE 100M EAST OF BRIDGE"
"mg9725","11 - 50",,"2015-04-01","Carpobrotus edulis","Patrick Nicholson","San Francisco Bay Area Network of National Parks","2015-04-01","Marin","37.8322957","-122.5407046","South of coastal trail near surfer lot in fenced off slope."
"gx10176",,,"2014-06-05","Carpobrotus edulis","Joseph Aquila","National Park Service [SFAN]","2014-06-05","San Francisco","37.821259833333336","-122.52961900000001","POINT BONITA LIGHTHOUSE TRAIL"
"gx1296",,,"2006-10-11","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-10-11","San Francisco","37.82101284125435","-122.53048586353995","20m2 area"
"gx1280",,,"2006-10-11","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-10-11","San Francisco","37.82095817780945","-122.52947175485869","8x5m patch,ocean side trail"
"gx1295",,,"2006-10-11","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-10-11","San Francisco","37.82092666666667","-122.53014499999999","4x6m patch"
"gx1279",,,"2006-10-11","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-10-11","San Francisco","37.820771666666666","-122.53000166666668","1m2 patch, isolated"
"gx1283",,,"2006-10-11","Carpobrotus edulis","Jim Dougherty","National Park Service [SFAN]","2006-10-11","San Francisco","37.81966666666667","-122.530195","2x3m patch by cliff"
"gx1271",,,"2006-10-11","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-10-11","San Francisco","37.81973333333334","-122.53071833333334","on cliff, several small clumps"
"gx1285",,,"2006-10-11","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-10-11","San Francisco","37.8193112975814","-122.52994499070564","10m2 patch"
"gx1469",,,"2006-12-31","Carpobrotus edulis","Maria Alvarez","National Park Service [SFAN]","2006-12-31","San Francisco","37.81877666666667","-122.53024166666667","LIGHTHOUSE TRAIL"
"gx1290",,,"2006-10-11","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-10-11","San Francisco","37.81867833333334","-122.53027666666667","both side trail, 15m2 patch"
"gx1468",,,"2006-12-31","Carpobrotus edulis","Maria Avarez","National Park Service [SFAN]","2006-12-31","San Francisco","37.81870666666667","-122.52996166666665","LIGHGTHOUSAE TRAIL"
"gx8256",,,"2012-09-17","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2012-09-17","San Francisco","37.806002","-122.46988683333335","at intersection of long ave."
"gx5410",,,"2011-05-26","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-05-26","San Francisco","37.80454266666667","-122.47688466666666","south of coastal trail on hill top"
"gx5414",,,"2011-05-26","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-05-26","San Francisco","37.80399438335857","-122.47691007826727","south of coastal trail"
"gx5428",,,"2011-05-26","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-05-26","San Francisco","37.802265166666665","-122.47779100000002","west of coastal  trail"
"gx5436",,,"2011-05-26","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-05-26","San Francisco","37.79773333333333","-122.47992333333335","ne of coastal  trail"
"gx7426",,,"2012-07-02","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2012-07-02","San Francisco","37.79152066666667","-122.48379683333336","5 m south of trail"
"gx7635",,,"2012-07-23","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2012-07-23","San Francisco","37.787051500000004","-122.50118233333333","on inland side of slope"
"gx9353",,,"2013-08-22","Carpobrotus edulis","Eric Wrubel","National Park Service [SFAN]","2013-08-22","San Francisco","37.784578712291214","-122.50798858323742","n of trail"
"gx1944",,,"2007-07-10","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2007-07-10","San Francisco","37.713436","-122.499418",
"gx1943",,,"2007-07-10","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2007-07-10","San Francisco","37.712481","-122.50147",
"gx1986",,,"2007-09-05","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2007-09-05","San Mateo","37.640627835477495","-122.48386364806873","both sides of fence"
"gx4320",,,"2010-03-20","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2010-03-20","San Mateo","37.64064848581035","-122.47860417613246","25M OFF TRAIL"
"gx4322",,,"2010-03-20","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2010-03-20","San Mateo","37.640858","-122.48073616666666","TRAILSIDE"
"gx1987",,,"2007-09-05","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2007-09-05","San Mateo","37.64139146021169","-122.48363853326268","small patch"
"gx4314",,,"2010-03-20","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2010-03-20","San Mateo","37.63880333333333","-122.47678666666664","20M OFF MAIN RD"
"gx4313",,,"2010-03-20","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2010-03-20","San Mateo","37.63825833333333","-122.47664499999999","4x3 patch on East side of paved trail"
"gx1995",,,"2007-09-06","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2007-09-06","San Mateo","37.63687945","-122.47685141666668","6 m east of trail"
"gx1877",,,"2007-10-11","Carpobrotus edulis","Jim Dougherty","National Park Service [SFAN]","2007-10-11","San Mateo","37.636095","-122.47421666666666","near hydrant"
"gx4617",,,"2010-06-10","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2010-06-10","San Mateo","37.628584999999994","-122.46369666666668","SKYLINE COLLEGE SIGN"
"gx3164",,,"2008-09-30","Carpobrotus edulis","Jennifer Jordan","National Park Service [SFAN]","2008-09-30","San Mateo","37.62838","-122.46354666666664","parking lot"
"gx1355",,,"2006-10-15","Carpobrotus edulis","Jim Dougherty","National Park Service [SFAN]","2006-10-15","San Mateo","37.620165","-122.49228333333333","3 x 3 m patch"
"gx1373",,,"2006-10-15","Carpobrotus edulis","Jim Dougherty","National Park Service [SFAN]","2006-10-15","San Mateo","37.61995666666667","-122.49272166666667","10 x 5 m"
"gx1367",,,"2006-10-15","Carpobrotus edulis","Jim Dougherty","National Park Service [SFAN]","2006-10-15","San Mateo","37.61996333333333","-122.492065","40 x 5 m"
"gx1371",,,"2006-10-15","Carpobrotus edulis","Jim Dougherty","National Park Service [SFAN]","2006-10-15","San Mateo","37.61996833333333","-122.49250333333333","20 x 10 m"
"gx10246",,,"2014-06-12","Carpobrotus edulis","Emily Huizenga","National Park Service [SFAN]","2014-06-12","San Mateo","37.61972200000001","-122.49054300000003","s side of fire rd"
"gx1976",,,"2006-08-31","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-08-31","San Mateo","37.619705","-122.493175",
"gx5091",,,"2011-03-31","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-03-31","San Mateo","37.61939816666666","-122.48765666666668","mori cove trail"
"gx9092",,,"2013-07-18","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2013-07-18","San Mateo","37.61878516666667","-122.48745750000003","mori point trail"
"gx1968",,,"2006-08-31","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-08-31","San Mateo","37.61889","-122.48815",
"gx7216",,,"2012-06-14","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2012-06-14","San Mateo","37.61847666666666","-122.49548016666668","at base of  hillside"
"gx1981",,,"2006-08-31","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-08-31","San Mateo","37.618506","-122.486",
"gx1863",,,"2007-10-03","Carpobrotus edulis","Jim Dougherty","National Park Service [SFAN]","2007-10-03","San Mateo","37.618516666666665","-122.48582166666665","mostly N of Mori Pt trail"
"gx1585",,,"2007-04-17","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2007-04-17","San Mateo","37.613236666666666","-122.45942166666667","parking lot behind building"
"gx7292",,,"2012-06-21","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2012-06-21","San Mateo","37.5317555","-122.49898250000001","big patch right of trail"
"gx7358",,,"2012-06-26","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2012-06-26","San Mateo","37.53123733333334","-122.49903766666667","under pine"
"gx7390",,,"2012-06-26","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2012-06-26","San Mateo","37.52673716666668","-122.50578000000002","left side of trail near intersection"
"gx7564",,,"2012-07-16","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2012-07-16","San Mateo","37.51535","-122.46129","Roadside"
"mcp4525","0",,"2013-09-06","Carpobrotus edulis","Tori Bohlen","MCOSD","2013-09-06","Marin","37.91214067","-122.68168857",
"mcp4523","0",,"2013-08-17","Carpobrotus edulis","Tori Bohlen","MCOSD","2013-08-17","Marin","37.91207706","-122.68134412",
"mcp4519","0",,"2013-08-02","Carpobrotus edulis","Tori Bohlen","MCOSD","2013-08-02","Marin","37.91203717","-122.68133202",
"mcp4515","0",,"2013-07-19","Carpobrotus edulis","Tori Bohlen","MCOSD","2013-07-19","Marin","37.91205595","-122.68030013",
"mcp4516","0",,"2013-07-20","Carpobrotus edulis","Tori Bohlen","MCOSD","2013-07-20","Marin","37.91186174","-122.68071983",
"mcp4513","0",,"2013-07-05","Carpobrotus edulis","Tori Bohlen","MCOSD","2013-07-05","Marin","37.91193595","-122.68060408",
"mcp4501","0",,"2013-04-20","Carpobrotus edulis","Tori Bohlen","MCOSD","2013-04-20","Marin","37.91178477","-122.68097746",
"mcp158","1+",,"2013-06-07","Carpobrotus edulis","Tori Bohlen","MCOSD","2013-06-07","Marin","37.91120186","-122.68303871",
"mcp159","1+",,"2013-08-02","Carpobrotus edulis","Tori Bohlen","MCOSD","2013-08-02","Marin","37.9123918","-122.68177935",
"mcp157","1+",,"2013-04-20","Carpobrotus edulis","Tori Bohlen","MCOSD","2013-04-20","Marin","37.91201748","-122.68042516",
"mcp150","1+",,"2005-12-15","Carpobrotus edulis","Pete Frye","MCOSD","2005-12-15","Marin","37.91833545","-122.66999114",
"mcp151","1+",,"2005-12-20","Carpobrotus edulis","Pete Frye","MCOSD","2005-12-20","Marin","37.91428921","-122.66510164",
"mcp152","1+",,"2005-12-20","Carpobrotus edulis","Pete Frye","MCOSD","2005-12-20","Marin","37.90873101","-122.65527234",
"mcp153","1+",,"2003-08-08","Carpobrotus edulis","Lisa DiGirolamo","MCOSD","2003-08-08","Marin","37.88962456","-122.52318623",
"mcp154","1+",,"2013-06-28","Carpobrotus edulis","Pete Frye","MCOSD","2013-06-28","Marin","37.88117939","-122.45449851",
"mcp155","1+",,"2013-11-25","Carpobrotus edulis","Pete Frye","MCOSD","2013-11-25","Marin","38.12778575","-122.52881651",
"mcp142","1+",,"2003-04-03","Carpobrotus edulis","Lisa DiGirolamo","MCOSD","2003-04-03","Marin","38.01757993","-122.51152459",
"mcp143","1+",,"2003-04-03","Carpobrotus edulis","Lisa DiGirolamo","MCOSD","2003-04-03","Marin","38.01564348","-122.50936509",
"mcp144","1+",,"2003-04-03","Carpobrotus edulis","Lisa DiGirolamo","MCOSD","2003-04-03","Marin","38.01763506","-122.51348672",
"mcp145","1+",,"2003-08-08","Carpobrotus edulis","Lisa DiGirolamo","MCOSD","2003-08-08","Marin","37.89189628","-122.52507527",
"mcp146","1+",,"2003-08-08","Carpobrotus edulis","Lisa DiGirolamo","MCOSD","2003-08-08","Marin","37.8873126","-122.52138482",
"mcp147","1+",,"2003-08-08","Carpobrotus edulis","Lisa DiGirolamo","MCOSD","2003-08-08","Marin","37.88714814","-122.52419101",
"mcp148","1+",,"2005-12-20","Carpobrotus edulis","Pete Frye","MCOSD","2005-12-20","Marin","37.93002083","-122.69639247",
"mcp149","1+",,"2005-12-15","Carpobrotus edulis","Pete Frye","MCOSD","2005-12-15","Marin","37.92949022","-122.68501676",
